Time(s)	Velocity_X(km/s)	Position_X(km)
1294.0	-0.006217750007121004	7095.83681426058
1294.0	-0.006217750007113495	7095.836814260462
1294.2	-0.0062186213737007515	7095.835570710461
1294.3	-0.006219057032424608	7095.8349487394025
1294.8	-0.006221235298762165	7095.831838666358
1294.888888888889	-0.006221622531829855	7095.83128565054
1295.0	-0.006222106567092839	7095.8305943322475
1295.0	-0.0062221065670853455	7095.830594332129
1295.2	-0.006222977824495767	7095.829349910816
1295.3	-0.006223413428643272	7095.828727504127
1295.8	-0.006225591422112456	7095.825615252951
1295.888888888889	-0.006225978606677218	7095.825061849924
1296.0	-0.006226462581314535	7095.824370047627
1296.0	-0.006226462581307057	7095.82437004751
1296.2	-0.006227333729594251	7095.823124754993
1296.3	-0.006227769279192201	7095.822501912727
1296.8	-0.006229946999926987	7095.819387483694
1296.888888888889	-0.006230334136012633	7095.818833693507
1297.0	-0.006230818050054047	7095.818141407266
1297.0	-0.006230818050046583	7095.818141407149
1297.2	-0.006231689089264125	7095.816895243539
1297.3	-0.006232124584339297	7095.81627196575
1297.8	-0.00623430203247357	7095.813155359133
1297.888888888889	-0.006234689120103899	7095.812601181834
1298.0	-0.006235172973579154	7095.811908411709
1298.0	-0.006235172973571706	7095.8119084115915
1298.2	-0.006236043903773133	7095.810661376997
1298.3	-0.006236479344352289	7095.81003766374
1298.8	-0.006238656520019848	7095.806918879812
1298.888888888889	-0.006239043559218641	7095.806364315449
1299.0	-0.006239527352157461	7095.8056710615
1299.0	-0.006239527352150028	7095.805671061384
1299.2	-0.0062403981733888435	7095.804423155913
1299.3	-0.006240833559498729	7095.8037990072435
1299.8	-0.006243010462833282	7095.800678046275
1299.888888888889	-0.006243397453624305	7095.800123094898
1300.0	-0.006243881186056398	7095.799429357186
1300.0	-0.00624388118604898	7095.799429357069
1300.2	-0.006244751898378653	7095.798180580832
1300.3	-0.006245187230045993	7095.797555996803
1300.8	-0.006247363861181165	7095.7944328590675
1300.888888888889	-0.006247750803588169	7095.793877520724
1301.0	-0.0062482344755432195	7095.79318329931
1301.0	-0.0062482344755358165	7095.793183299193
1301.2	-0.006249105079009781	7095.791933652297
1301.3	-0.006249540356261284	7095.7913086329645
1301.8	-0.006251716715330611	7095.788183318734
1301.888888888889	-0.00625210360937733	7095.787627593471
1302.0	-0.006252587220885007	7095.786932888416
1302.0	-0.006252587220877618	7095.786932888299
1302.2	-0.006253457715549271	7095.785682370854
1302.3	-0.006253892938411629	7095.785056916271
1302.8	-0.006256069025548559	7095.781929425818
1302.888888888889	-0.006256455871258714	7095.781373313685
1303.0	-0.006256939422348663	7095.780678125049
1303.0	-0.00625693942234129	7095.780678124932
1303.2	-0.006257809808263996	7095.779426737047
1303.3	-0.006258244976763884	7095.778800847268
1303.8	-0.0062604207921017774	7095.775671180863
1303.888888888889	-0.006260807589499072	7095.77511468191
1304.0	-0.006261291080200923	7095.774419009752
1304.0	-0.006261291080193564	7095.7744190096355
1304.2	-0.0062621613574206526	7095.773166751419
1304.3	-0.006262596471584725	7095.772540426499
1304.8	-0.0062647720152568575	7095.769408584415
1304.888888888889	-0.00626515876436498	7095.768851698687
1305.0	-0.006265642194708341	7095.76815554307
1305.0	-0.006265642194700998	7095.768155542953
1305.2	-0.006266512363285762	7095.766902414513
1305.3	-0.006266947423140659	7095.766275654506
1305.8	-0.006269122695280217	7095.763141637014
1305.888888888889	-0.0062695093961228415	7095.762584364562
1306.0	-0.0062699927661373014	7095.761887725544
1306.0	-0.006269992766129973	7095.761887725427
1306.2	-0.0062708628261256725	7095.760633726874
1306.3	-0.006271297831698016	7095.760006531834
1306.8	-0.0062734728324381	7095.756870339205
1306.888888888889	-0.006273859485038883	7095.756312680076
1307.0	-0.006274342794754014	7095.755615557719
1307.0	-0.0062743427947466995	7095.755615557601
1307.2	-0.006275212746206559	7095.754360689042
1307.3	-0.006275647697522953	7095.753733059024
1307.8	-0.006277822426996576	7095.75059469153
1307.888888888889	-0.00627820903137916	7095.7500366457725
1308.0	-0.006278692280824512	7095.749339040135
1308.0	-0.006278692280817212	7095.749339040019
1308.2	-0.006279562123794421	7095.7480833015625
1308.3	-0.006279997020881453	7095.747455236619
1308.8	-0.006282171479221541	7095.744314694532
1308.888888888889	-0.006282558035409554	7095.743756262194
1309.0	-0.006283041224614657	7095.743058173337
1309.0	-0.006283041224607373	7095.743058173221
1309.2	-0.006283910959155085	7095.7418015649755
1309.3	-0.006284345802039326	7095.741173065163
1309.8	-0.006286519989378719	7095.7380303487525
1309.888888888889	-0.006286906497395771	7095.737471529883
1310.0	-0.006287389626390139	7095.736772957866
1310.0	-0.00628738962638287	7095.73677295775
1310.2	-0.006288259252554207	7095.735515479824
1310.3	-0.006288694041262207	7095.734886545196
1310.8	-0.006290867957733658	7095.731741654734
1310.888888888889	-0.0062912544176033465	7095.73118244938
1311.0	-0.006291737486416473	7095.730483394265
1311.0	-0.006291737486409218	7095.730483394148
1311.2	-0.006292607004257265	7095.729225046651
1311.3	-0.00629304173881556	7095.72859567726
1311.8	-0.006295215384551736	7095.725448613017
1311.888888888889	-0.00629560179629764	7095.724889021228
1312.0	-0.006296084804958997	7095.724189483074
1312.0	-0.0062960848049517576	7095.724189482958
1312.2	-0.0062969542145295656	7095.722930265996
1312.3	-0.006297388894964673	7095.722300461899
1312.8	-0.006299562270098154	7095.719151224145
1312.888888888889	-0.006299948633743839	7095.718591245967
1313.0	-0.006300431582282883	7095.7178912248355
1313.0	-0.006300431582275658	7095.717891224719
1313.2	-0.006301300883636243	7095.716631138403
1313.3	-0.006301735509974663	7095.716000899652
1313.8	-0.006303908614637942	7095.712849488657
1313.888888888889	-0.006304294930206959	7095.712289124141
1314.0	-0.006304777818653124	7095.71158862009
1314.0	-0.006304777818645913	7095.711588619974
1314.2	-0.006305647011842257	7095.71032766441
1314.3	-0.006306081584110474	7095.70969699106
1314.8	-0.006308254418435958	7095.706543407096
1314.888888888889	-0.00630864068595184	7095.705982656287
1315.0	-0.006309123514334543	7095.705281669379
1315.0	-0.006309123514327347	7095.705281669262
1315.2	-0.006309992599412398	7095.704019844559
1315.3	-0.006310427117636876	7095.703388736663
1315.8	-0.006312599681756885	7095.700232980001
1315.888888888889	-0.006312985901243153	7095.699671842949
1316.0	-0.00631346866959179	7095.6989703732415
1316.0	-0.006313468669584609	7095.698970373125
1316.2	-0.006314337646611279	7095.697707679391
1316.3	-0.006314772110818469	7095.697076137005
1316.8	-0.0063169444048652365	7095.693918207912
1316.888888888889	-0.006317330576345394	7095.693356684665
1317.0	-0.006317813284689343	7095.692654732219
1317.0	-0.0063178132846821765	7095.692654732103
1317.2	-0.006318682153703343	7095.6913911694455
1317.3	-0.0063191165639196745	7095.690759192622
1317.8	-0.006321288588025351	7095.687599091371
1317.888888888889	-0.006321674711522885	7095.687037181976
1318.0	-0.006322157359891506	7095.686334746852
1318.0	-0.006322157359884354	7095.686334746735
1318.2	-0.006323026120952862	7095.685070315263
1318.3	-0.00632346047720475	7095.684437904056
1318.8	-0.006325632231501396	7095.6812756309155
1318.888888888889	-0.00632601830703978	7095.680713335421
1319.0	-0.006326500895462411	7095.680010417678
1319.0	-0.006326500895455275	7095.680010417563
1319.2	-0.006327369548623933	7095.678745117383
1319.3	-0.006327803850937773	7095.678112271847
1319.8	-0.006329975335557365	7095.674947827088
1319.888888888889	-0.006330361363160058	7095.674385145541
1320.0	-0.006330843891666021	7095.67368174524
1320.0	-0.006330843891658899	7095.673681745124
1320.2	-0.006331712436980483	7095.672415576345
1320.3	-0.0063321466853826554	7095.671782296534
1320.8	-0.006334317900457082	7095.668615680424
1320.888888888889	-0.006334703880147527	7095.668052612874
1321.0	-0.006335186348766122	7095.667348730075
1321.0	-0.006335186348759015	7095.667348729959
1321.2	-0.006336054786286265	7095.666081692689
1321.3	-0.006336488980803133	7095.665447978656
1321.8	-0.0063386599264642	7095.662279191466
1321.888888888889	-0.006339045858265823	7095.66171573796
1322.0	-0.006339528267026333	7095.661011372722
1322.0	-0.00633952826701924	7095.661011372606
1322.2	-0.0063403965968048615	7095.659743466952
1322.3	-0.00634083073746277	7095.659109318752
1322.8	-0.006343001413842195	7095.65593836075
1322.888888888889	-0.006343387297778408	7095.655374521337
1323.0	-0.006343869646710096	7095.65466967372
1323.0	-0.006343869646703019	7095.654669673604
1323.2	-0.006344737868799684	7095.653400899675
1323.3	-0.006345171955624961	7095.65276631736
1323.8	-0.0063473423628543765	7095.649593188818
1323.888888888889	-0.006347728198948578	7095.649028963544
1324.0	-0.006348210488080688	7095.648323633608
1324.0	-0.006348210488073624	7095.648323633492
1324.2	-0.006349078602533971	7095.647053991394
1324.3	-0.006349512635552928	7095.6464189750195
1324.8	-0.00635168277376388	7095.643243676204
1324.888888888889	-0.0063520685620394495	7095.6426790651185
1325.0	-0.006352550791401208	7095.641973252923
1325.0	-0.006352550791394159	7095.6419732528075
1325.2	-0.00635341879827079	7095.640702742649
1325.3	-0.006353852777509721	7095.640067292268
1325.8	-0.006356022646833672	7095.63688982345
1325.888888888889	-0.006356408387313977	7095.636324826599
1326.0	-0.0063568905569345874	7095.635618532204
1326.0	-0.006356890556927553	7095.635618532088
1326.2	-0.006357758456273038	7095.634347153977
1326.3	-0.006358192381758219	7095.633711269644
1326.8	-0.006360361982326544	7095.63053163109
1326.888888888889	-0.006360747675034936	7095.629966248523
1327.0	-0.006361229784943587	7095.629259471988
1327.0	-0.0063612297849365675	7095.6292594718725
1327.2	-0.006362097576803441	7095.627987225916
1327.3	-0.006362531448561133	7095.627350907684
1327.8	-0.0063647007805051215	7095.624169099664
1327.888888888889	-0.006365086425464935	7095.623603331428
1328.0	-0.006365568475690795	7095.622896072813
1328.0	-0.0063655684756837895	7095.622896072698
1328.2	-0.006366436160124552	7095.621622959003
1328.3	-0.006366869978180997	7095.620986206926
1328.8	-0.006369039041631853	7095.617802229708
1328.888888888889	-0.0063694246388664106	7095.617236075851
1329.0	-0.006369906629438629	7095.616528335216
1329.0	-0.006369906629431638	7095.6165283351
1329.2	-0.006370774206498756	7095.615254353775
1329.3	-0.006371207970880179	7095.6146171679065
1329.8	-0.0063733767659690235	7095.611431021759
1329.888888888889	-0.00637376231550163	7095.610864482329
1330.0	-0.006374244246449335	7095.610156259733
1330.0	-0.006374244246442359	7095.610156259618
1330.2	-0.006375111716188265	7095.608881410769
1330.3	-0.006375545426920875	7095.608243791163
1330.8	-0.006377713953778741	7095.605055476355
1330.888888888889	-0.006378099455632687	7095.604488551398
1331.0	-0.0063785813269849915	7095.6037798469015
1331.0	-0.006378581326978029	7095.603779846786
1331.2	-0.006379448689455122	7095.60250413052
1331.3	-0.00637988234656511	7095.6018660772315
1331.8	-0.0063820506053229465	7095.59867559403
1331.888888888889	-0.006382436059521507	7095.598108283596
1332.0	-0.006382917871307502	7095.597399097258
1332.0	-0.006382917871300555	7095.597399097142
1332.2	-0.006383785126561198	7095.596122513568
1332.3	-0.006384218730074739	7095.595484026649
1332.8	-0.00638638672086341	7095.592291375323
1332.888888888889	-0.006386772127429844	7095.5917236794585
1333.0	-0.006387253879678605	7095.591014011337
1333.0	-0.006387253879671672	7095.591014011222
1333.2	-0.006388121027768195	7095.589736560446
1333.3	-0.006388554577711447	7095.58909763995
1333.8	-0.00639072230066173	7095.585902820767
1333.888888888889	-0.006391107659619285	7095.58533473952
1334.0	-0.006391589352359864	7095.584624589676
1334.0	-0.006391589352352945	7095.584624589561
1334.2	-0.006392456393337645	7095.58334627169
1334.3	-0.006392889889736747	7095.582706917671
1334.8	-0.006395057344979335	7095.579509930899
1334.888888888889	-0.006395442656351241	7095.578941464317
1335.0	-0.006395924289612674	7095.578230832811
1335.0	-0.006395924289605771	7095.578230832695
1335.2	-0.006396791223530909	7095.576951647838
1335.3	-0.006397224666411985	7095.576311860348
1335.8	-0.006399391854077488	7095.5731127062545
1335.888888888889	-0.006399777117886959	7095.572543854385
1336.0	-0.006400258691698263	7095.571832741275
1336.0	-0.006400258691691373	7095.57183274116
1336.2	-0.006401125518609178	7095.570552689422
1336.3	-0.006401558907998334	7095.569912468516
1336.8	-0.006403725828217276	7095.566711147369
1336.888888888889	-0.0064041110444875106	7095.566141910259
1337.0	-0.006404592558877684	7095.565430315605
1337.0	-0.00640459255887081	7095.56543031549
1337.2	-0.006405459278833475	7095.564149396978
1337.3	-0.006405892614756802	7095.56350874271
1337.8	-0.006408059267659621	7095.560305254776
1337.888888888889	-0.0064084444364138045	7095.559735632473
1338.0	-0.006408925891411826	7095.559023556335
1338.0	-0.006408925891404966	7095.55902355622
1338.2	-0.0064097925044646524	7095.557741771042
1338.3	-0.006410225786948221	7095.557100683465
1338.8	-0.006412392172665271	7095.553895029012
1338.888888888889	-0.006412777293926575	7095.553325021564
1339.0	-0.006413258689561404	7095.552612464
1339.0	-0.006413258689554558	7095.552612463885
1339.2	-0.006414125195763393	7095.551329812148
1339.3	-0.00641455842483326	7095.550688291315
1339.8	-0.00641672454349481	7095.547480470609
1339.888888888889	-0.006417109617286387	7095.546910078064
1340.0	-0.006417590953586966	7095.546197039134
1340.0	-0.006417590953580134	7095.54619703902
1340.2	-0.006418457352990209	7095.544913520829
1340.3	-0.006418890528672412	7095.544271566794
1340.8	-0.006421056380408649	7095.541061580103
1340.888888888889	-0.0064214414067536385	7095.5404908025075
1341.0	-0.006421922683748889	7095.539777282272
1341.0	-0.006421922683742072	7095.539777282156
1341.2	-0.006422788976405446	7095.538492897619
1341.3	-0.0064232220987260075	7095.537850510435
1341.8	-0.0064253876836670295	7095.534638358026
1341.888888888889	-0.006425772662588557	7095.534067195428
1342.0	-0.006426253880307384	7095.533353193944
1342.0	-0.0064262538803005805	7095.5333531938295
1342.2	-0.006427120066269278	7095.532067943053
1342.3	-0.006427553135254203	7095.531425122774
1342.8	-0.006429718453530027	7095.528210804913
1342.888888888889	-0.006430103385051201	7095.52763925736
1343.0	-0.00643058454352249	7095.526924774688
1343.0	-0.006430584543515701	7095.526924774573
1343.2	-0.006431450622841714	7095.525638657664
1343.3	-0.0064318836385169895	7095.524995404342
1343.8	-0.006434048690257547	7095.521778921297
1343.888888888889	-0.006434433574401464	7095.521206988835
1344.0	-0.006434914673654079	7095.520492025034
1344.0	-0.006434914673647304	7095.52049202492
1344.2	-0.006435780646382589	7095.5192050419855
1344.3	-0.006436213608774187	7095.518561355674
1344.8	-0.006438378394109326	7095.515342707709
1344.888888888889	-0.006438763230899063	7095.514770390388
1345.0	-0.006439244270961852	7095.514054945518
1345.0	-0.006439244270955092	7095.514054945403
1345.2	-0.006440110137151573	7095.5127670965485
1345.3	-0.0064405430462854485	7095.512122977301
1345.8	-0.0064427075653449295	7095.508902164685
1345.888888888889	-0.006443092354803553	7095.50832946255
1346.0	-0.006443573335705346	7095.50761353667
1346.0	-0.0064435733356986	7095.507613536555
1346.2	-0.006444439095408167	7095.5063248218885
1346.3	-0.006444871951310257	7095.505680269758
1346.8	-0.00644703620422376	7095.502457292756
1346.888888888889	-0.006447420946374319	7095.501884205855
1347.0	-0.0064479018681439255	7095.501167799023
1347.0	-0.006447901868137194	7095.501167798909
1347.2	-0.006448767521411704	7095.499878218535
1347.3	-0.0064492003241079275	7095.499233233576
1347.8	-0.0064513643110050475	7095.496008092454
1347.888888888889	-0.006451749005870576	7095.495434620835
1348.0	-0.006452229868536788	7095.4947177331105
1348.0	-0.006452229868530071	7095.494717732996
1348.2	-0.0064530954154213465	7095.493427287022
1348.3	-0.006453528164937609	7095.492781869288
1348.8	-0.006455691885947856	7095.489554564311
1348.888888888889	-0.006456076533551375	7095.488980708021
1349.0	-0.006456557337142964	7095.488263339464
1349.0	-0.006456557337136261	7095.488263339349
1349.2	-0.00645742277769609	7095.486972027881
1349.3	-0.006457855474058278	7095.4863261774235
1349.8	-0.006460018929311079	7095.483096708859
1349.888888888889	-0.006460403529675592	7095.482522467945
1350.0	-0.006460884274221313	7095.481804618614
1350.0	-0.006460884274214624	7095.481804618499
1350.2	-0.006461749608494763	7095.480512441644
1350.3	-0.006462182251728747	7095.479866158516
1350.8	-0.006464345441353445	7095.47663452663
1350.888888888889	-0.0064647299945019415	7095.476059901139
1351.0	-0.006465210680030531	7095.475341571092
1351.0	-0.006465210680023856	7095.475341570977
1351.2	-0.006466075908076027	7095.474048528841
1351.3	-0.006466508498207659	7095.473401813098
1351.8	-0.006468671422333512	7095.470168018153
1351.888888888889	-0.006469055928288969	7095.4695930081325
1352.0	-0.0064695365548291415	7095.46887419743
1352.0	-0.006469536554822481	7095.468874197316
1352.2	-0.0064704016766983724	7095.467580290005
1352.3	-0.0064708342137534906	7095.466933141697
1352.8	-0.006472996872509674	7095.463697183962
1352.888888888889	-0.00647338133129505	7095.4631217894585
1353.0	-0.006473861898875505	7095.4624024981595
1353.0	-0.006473861898868859	7095.462402498045
1353.2	-0.006474726914620125	7095.461107725665
1353.3	-0.006475159398624549	7095.460460144846
1353.8	-0.006477321792140154	7095.4572220245855
1353.888888888889	-0.006477706203778395	7095.456646245647
1354.0	-0.006478186712427812	7095.455926473809
1354.0	-0.00647818671242118	7095.455926473695
1354.2	-0.006479051622099443	7095.454630836353
1354.3	-0.006479484053078976	7095.453982823077
1354.8	-0.00648164618148301	7095.4507425405545
1354.888888888889	-0.006482030545997046	7095.450166377228
1355.0	-0.006482510995744086	7095.449446124911
1355.0	-0.006482510995737468	7095.449446124797
1355.2	-0.006483375799394315	7095.448149622598
1355.3	-0.006483808177374743	7095.447501176917
1355.8	-0.006485970040796131	7095.444258732399
1355.888888888889	-0.006486354358208877	7095.443682184731
1356.0	-0.006486834749082183	7095.442961451994
1356.0	-0.006486834749075579	7095.44296145188
1356.2	-0.006487699446762566	7095.44166408493
1356.3	-0.006488131771769659	7095.441015206899
1356.8	-0.006490293370337241	7095.43777060065
1356.888888888889	-0.0064906776406715985	7095.4371936686875
1357.0	-0.006491157972699793	7095.436472455589
1357.0	-0.006491157972693204	7095.436472455475
1357.2	-0.006492022564461851	7095.4351742238805
1357.3	-0.0064924548365213625	7095.43452491355
1357.8	-0.006494616170363896	7095.431278145835
1357.888888888889	-0.00649500039364275	7095.430700829626
1358.0	-0.00649548066685444	7095.4299791362255
1358.0	-0.006495480666847864	7095.429979136112
1358.2	-0.006496345152749659	7095.428680039979
1358.3	-0.006496777371887326	7095.428030297402
1358.8	-0.006498938441133484	7095.424781368485
1358.888888888889	-0.006499322617379706	7095.424203668077
1359.0	-0.0064998028318034775	7095.423481494432
1359.0	-0.006499802831796916	7095.423481494318
1359.2	-0.006500667211883315	7095.422181533752
1359.3	-0.006501099378124855	7095.421531358983
1359.8	-0.0065032601829032284	7095.418280269129
1359.888888888889	-0.006503644312139675	7095.417702184568
1360.0	-0.006504124467804097	7095.416979530738
1360.0	-0.006504124467797549	7095.416979530624
1360.2	-0.006504988742119971	7095.415678705731
1360.3	-0.00650542085549109	7095.415028098822
1360.8	-0.0065075813959301855	7095.411774848296
1360.888888888889	-0.006507965478179697	7095.411196379629
1361.0	-0.006508445575113319	7095.410473245673
1361.0	-0.006508445575106786	7095.410473245559
1361.2	-0.00650930974371662	7095.409171556444
1361.3	-0.006509741804243002	7095.408520517449
1361.8	-0.006511902080471245	7095.405265106514
1361.888888888889	-0.006512286115756649	7095.404686253788
1362.0	-0.006512766153988002	7095.403962639764
1362.0	-0.006512766153981483	7095.403962639651
1362.2	-0.0065136302169300836	7095.40266008642
1362.3	-0.0065140622246374	7095.4020086153905
1362.8	-0.00651622223678313	7095.398751044311
1362.888888888889	-0.006516606225127238	7095.398171807574
1363.0	-0.006517086204684835	7095.397447713541
1363.0	-0.00651708620467833	7095.397447713427
1363.2	-0.0065179501620170185	7095.396144296186
1363.3	-0.006518382116930922	7095.395492393175
1363.8	-0.0065205418651223986	7095.392232662216
1363.888888888889	-0.006520925806548007	7095.391653041514
1364.0	-0.006521405727460343	7095.390928467531
1364.0	-0.006521405727453852	7095.390928467417
1364.2	-0.006522269579233917	7095.389624186272
1364.3	-0.006522701481380044	7095.388971851333
1364.8	-0.006524860965745441	7095.385709960757
1364.888888888889	-0.006525244860275332	7095.385129956137
1365.0	-0.0065257247225708834	7095.384404902262
1365.0	-0.006525724722564406	7095.384404902148
1365.2	-0.006526588468837103	7095.383099757204
1365.3	-0.006527020318241074	7095.382446990388
1365.8	-0.0065291795389084825	7095.379182940461
1365.888888888889	-0.006529563386565426	7095.3786025519685
1366.0	-0.0065300431902726485	7095.377877018262
1366.0	-0.006530043190266186	7095.377877018148
1366.2	-0.006530906831082735	7095.3765710095095
1366.3	-0.006531338627770154	7095.375917810872
1366.8	-0.006533497584867585	7095.372651601855
1366.888888888889	-0.006533881385674332	7095.372070829539
1367.0	-0.006534361130821667	7095.371344816057
1367.0	-0.006534361130815217	7095.371344815943
1367.2	-0.006535224666226808	7095.370037943717
1367.3	-0.0065356564102232615	7095.369384313309
1367.8	-0.006537815103878641	7095.366115945466
1367.888888888889	-0.006538198857857929	7095.365534789373
1368.0	-0.006538678544473797	7095.364808296175
1368.0	-0.006538678544467361	7095.364808296062
1368.2	-0.00653954197452515	7095.363500560353
1368.3	-0.006539973665856208	7095.362846498227
1368.8	-0.006542132096197379	7095.359575971822
1368.888888888889	-0.006542515803371934	7095.358994431998
1369.0	-0.006542995431484735	7095.3582674591435
1369.0	-0.006542995431478314	7095.35826745903
1369.2	-0.006543858756233424	7095.356958859944
1369.3	-0.00654429039492464	7095.3563043661525
1369.8	-0.006546448562079365	7095.3530316814495
1369.888888888889	-0.006546832222471893	7095.352449757942
1370.0	-0.006547311792110014	7095.351722305488
1370.0	-0.006547311792103607	7095.351722305374
1370.2	-0.0065481750116071265	7095.350412843016
1370.3	-0.006548606597684039	7095.349757917612
1370.8	-0.006550764501779995	7095.3464830748735
1370.888888888889	-0.006551148115413192	7095.345900767728
1371.0	-0.006551627626604998	7095.345172835734
1371.0	-0.006551627626598604	7095.345172835621
1371.2	-0.0065524907409015894	7095.343862510096
1371.3	-0.0065529222743897185	7095.343207153132
1371.8	-0.006555079915554503	7095.3399301526215
1371.888888888889	-0.006555463482451047	7095.339347461886
1372.0	-0.006555942935224886	7095.33861905041
1372.0	-0.0065559429352185054	7095.338619050297
1372.2	-0.006556805944371981	7095.33730786171
1372.3	-0.006557237425296831	7095.33665207324
1372.8	-0.0065593948036579575	7095.333372915218
1372.888888888889	-0.006559778323840514	7095.33278984094
1373.0	-0.006560257718224714	7095.33206095004
1373.0	-0.0065602577182183475	7095.332060949927
1373.2	-0.006561120622273304	7095.330748898384
1373.3	-0.006561552050660363	7095.330092678458
1373.8	-0.006563709166345261	7095.32681136319
1373.888888888889	-0.006564092639836481	7095.326227905414
1374.0	-0.006564571975859353	7095.32549853515
1374.0	-0.006564571975853002	7095.325498535036
1374.2	-0.0065654347748603965	7095.3241856206405
1374.3	-0.006565866150735136	7095.323528969313
1374.8	-0.006568023003871156	7095.320245497061
1374.888888888889	-0.006568406430693674	7095.319661655835
1375.0	-0.006568885708383511	7095.318931806263
1375.0	-0.006568885708377173	7095.31893180615
1375.2	-0.006569748402387931	7095.317618029008
1375.3	-0.006570179725775806	7095.316960946332
1375.8	-0.006572336316490214	7095.313675317358
1375.888888888889	-0.006572719696666651	7095.313091092728
1376.0	-0.006573198916051727	7095.312360763907
1376.0	-0.006573198916045403	7095.3123607637945
1376.2	-0.006574061505110416	7095.311046124011
1376.3	-0.006574492776036865	7095.310388610037
1376.8	-0.006576649104456847	7095.307100824603
1376.888888888889	-0.006577032438009809	7095.306516216617
1377.0	-0.00657751159911838	7095.305785408606
1377.0	-0.00657751159911207	7095.305785408493
1377.2	-0.006578374083282198	7095.304469906173
1377.3	-0.0065788053017726425	7095.303811960954
1377.8	-0.006580961368025299	7095.300522019323
1377.888888888889	-0.006581344654977378	7095.299937028026
1378.0	-0.006581823757837683	7095.299205740884
1378.0	-0.006581823757831386	7095.299205740771
1378.2	-0.006582686137157454	7095.297889376019
1378.3	-0.0065831173032373	7095.2972309996085
1378.8	-0.0065852731074496525	7095.293938902041
1378.888888888889	-0.006585656347823426	7095.2933535274815
1379.0	-0.006586135392463683	7095.292621761265
1379.0	-0.0065861353924574	7095.292621761152
1379.2	-0.006586997666990201	7095.291304534074
1379.3	-0.006587428780684839	7095.290645726523
1379.8	-0.006589584322983826	7095.287351473283
1379.888888888889	-0.006589967516801856	7095.286765715506
1380.0	-0.006590446503250267	7095.286033470274
1380.0	-0.0065904465032439975	7095.286033470161
1380.2	-0.006591308673034293	7095.28471538086
1380.3	-0.006591739734369095	7095.284056142222
1380.8	-0.006593895014881573	7095.28075973357
1380.888888888889	-0.006594278162166407	7095.280173592622
1381.0	-0.006594757090451156	7095.279440868433
1381.0	-0.0065947570904449	7095.27944086832
1381.2	-0.006595619155543418	7095.278121916902
1381.3	-0.0065960501645437415	7095.277462247229
1381.8	-0.006598205183396484	7095.274163683427
1381.888888888889	-0.006598588284170657	7095.273577159355
1382.0	-0.006599067154319907	7095.272843956267
1382.0	-0.006599067154313665	7095.272843956154
1382.2	-0.0065999291147711	7095.271524142723
1382.3	-0.0066003600714622844	7095.270864042067
1382.8	-0.006602514828781986	7095.2675633233775
1382.888888888889	-0.006602897883068015	7095.266976416228
1383.0	-0.006603376695109915	7095.266242734298
1383.0	-0.006603376695103687	7095.266242734186
1383.2	-0.0066042385509707015	7095.264922058846
1383.3	-0.006604669455378071	7095.26426152726
1383.8	-0.006606823951291341	7095.260958653944
1383.888888888889	-0.006607206959111733	7095.260371363764
1384.0	-0.00660768571307441	7095.25963720305
1384.0	-0.006607685713068195	7095.259637202938
1384.2	-0.006608547464395419	7095.258315665796
1384.3	-0.006608978316544281	7095.25765470333
1384.8	-0.006611132551177651	7095.25434967565
1384.888888888889	-0.006611515512554894	7095.253762002484
1385.0	-0.006611994208466459	7095.253027363046
1385.0	-0.006611994208460258	7095.2530273629345
1385.2	-0.006612855855298289	7095.251704964093
1385.3	-0.006613286655213935	7095.251043570802
1385.8	-0.0066154406286938515	7095.247736389017
1385.888888888889	-0.006615823543650421	7095.247148332913
1386.0	-0.006616302181538966	7095.246413214808
1386.0	-0.006616302181532779	7095.246413214696
1386.2	-0.006617163723932182	7095.24508995426
1386.3	-0.006617594471639885	7095.244428130194
1386.8	-0.006619748184092717	7095.241118794566
1386.888888888889	-0.006620131052651074	7095.2405303555715
1387.0	-0.006620609632544674	7095.239794758858
1387.0	-0.006620609632538501	7095.239794758745
1387.2	-0.006621471070549807	7095.238470636818
1387.3	-0.006621901766074827	7095.237808382032
1387.8	-0.006624055217626858	7095.234496892822
1387.888888888889	-0.006624438039809449	7095.233908070982
1388.0	-0.00662491656173616	7095.2331719957165
1388.0	-0.006624916561730001	7095.233171995605
1388.2	-0.006625777895403709	7095.231847012292
1388.3	-0.0066262085387712895	7095.231184326836
1388.8	-0.006628361729548722	7095.227870684304
1388.888888888889	-0.00662874450537798	7095.227281479665
1389.0	-0.00662922296936584	7095.226544925908
1389.0	-0.006629222969359694	7095.226544925796
1389.2	-0.006630084198746272	7095.225219081201
1389.3	-0.006630514789981637	7095.224555965128
1389.8	-0.0066326677201105945	7095.221240169537
1389.888888888889	-0.006633050449608936	7095.220650582144
1390.0	-0.006633528855685965	7095.219913549952
1390.0	-0.006633528855679833	7095.2199135498395
1390.2	-0.006634389980829714	7095.218586844068
1390.3	-0.006634820519958076	7095.2179232974295
1390.8	-0.006636973189564599	7095.214605349038
1390.888888888889	-0.006637355872754427	7095.21401537894
1391.0	-0.006637834220948628	7095.21327786837
1391.0	-0.0066378342209425095	7095.213277868258
1391.2	-0.006638695241906097	7095.211950301414
1391.3	-0.006639125728952647	7095.211286324262
1391.8	-0.006641278138162696	7095.207966223331
1391.888888888889	-0.0066416607750664	7095.207375870572
